crym,admd_c,ana_mgpo_nm,ana_ccd_nm,admd_nm,tco_btc_nm,dayofweek,sl_am,sl_ct
202210,1111051500,서울특별시,종로구,청운효자동,한식,Sun,1617690,31
202210,1111051500,서울특별시,종로구,청운효자동,한식,Mon,1058000,18
202210,1111051500,서울특별시,종로구,청운효자동,한식,Tue,786000,24
202210,1111051500,서울특별시,종로구,청운효자동,한식,Wed,1086920,28
202210,1111051500,서울특별시,종로구,청운효자동,한식,Thu,590900,23
202210,1111051500,서울특별시,종로구,청운효자동,한식,Fri,1409900,43
202210,1111051500,서울특별시,종로구,청운효자동,한식,Sat,1624800,37
202210,1111051500,서울특별시,종로구,청운효자동,일식,Sun,174000,3
202210,1111051500,서울특별시,종로구,청운효자동,일식,Tue,383000,6
202210,1111051500,서울특별시,종로구,청운효자동,일식,Wed,36000,2
202210,1111051500,서울특별시,종로구,청운효자동,일식,Thu,206700,6
202210,1111051500,서울특별시,종로구,청운효자동,일식,Fri,157500,4
202210,1111051500,서울특별시,종로구,청운효자동,일식,Sat,224000,2
202210,1111051500,서울특별시,종로구,청운효자동,중식,Sun,274900,6
202210,1111051500,서울특별시,종로구,청운효자동,중식,Mon,142400,5
202210,1111051500,서울특별시,종로구,청운효자동,중식,Tue,138000,4
202210,1111051500,서울특별시,종로구,청운효자동,중식,Wed,278000,7
202210,1111051500,서울특별시,종로구,청운효자동,중식,Thu,119000,4
202210,1111051500,서울특별시,종로구,청운효자동,중식,Fri,182500,8
202210,1111051500,서울특별시,종로구,청운효자동,중식,Sat,171000,6
202210,1111051500,서울특별시,종로구,청운효자동,양식,Sun,444000,9
202210,1111051500,서울특별시,종로구,청운효자동,양식,Mon,213500,8
202210,1111051500,서울특별시,종로구,청운효자동,양식,Tue,368050,7
202210,1111051500,서울특별시,종로구,청운효자동,양식,Wed,80700,4
202210,1111051500,서울특별시,종로구,청운효자동,양식,Thu,609800,10
202210,1111051500,서울특별시,종로구,청운효자동,양식,Fri,260750,9
202210,1111051500,서울특별시,종로구,청운효자동,양식,Sat,105700,4
202210,1111051500,서울특별시,종로구,청운효자동,부페,Mon,16000,1
202210,1111051500,서울특별시,종로구,청운효자동,부페,Sat,8000,1
202210,1111051500,서울특별시,종로구,청운효자동,패스트푸드점,Sun,125800,9
202210,1111051500,서울특별시,종로구,청운효자동,패스트푸드점,Mon,73300,8
202210,1111051500,서울특별시,종로구,청운효자동,패스트푸드점,Tue,79800,9
202210,1111051500,서울특별시,종로구,청운효자동,패스트푸드점,Wed,62500,5
202210,1111051500,서울특별시,종로구,청운효자동,패스트푸드점,Thu,16000,2
202210,1111051500,서울특별시,종로구,청운효자동,패스트푸드점,Fri,148100,9
202210,1111051500,서울특별시,종로구,청운효자동,패스트푸드점,Sat,81500,8
202210,1111051500,서울특별시,종로구,청운효자동,패밀리레스토랑,Sun,55140,2
202210,1111051500,서울특별시,종로구,청운효자동,패밀리레스토랑,Mon,16400,1
202210,1111051500,서울특별시,종로구,청운효자동,패밀리레스토랑,Wed,14500,1
202210,1111051500,서울특별시,종로구,청운효자동,패밀리레스토랑,Thu,63500,2
202210,1111051500,서울특별시,종로구,청운효자동,패밀리레스토랑,Fri,35800,2
202210,1111051500,서울특별시,종로구,청운효자동,패밀리레스토랑,Sat,79890,2
202210,1111051500,서울특별시,종로구,청운효자동,기타,Sun,646900,34
202210,1111051500,서울특별시,종로구,청운효자동,기타,Mon,682800,29
202210,1111051500,서울특별시,종로구,청운효자동,기타,Tue,315100,27
202210,1111051500,서울특별시,종로구,청운효자동,기타,Wed,315970,33
202210,1111051500,서울특별시,종로구,청운효자동,기타,Thu,837800,31
202210,1111051500,서울특별시,종로구,청운효자동,기타,Fri,587900,35
202210,1111051500,서울특별시,종로구,청운효자동,기타,Sat,648400,41
202210,1111053000,서울특별시,종로구,사직동,한식,Sun,2732100,62
202210,1111053000,서울특별시,종로구,사직동,한식,Mon,1861200,58
202210,1111053000,서울특별시,종로구,사직동,한식,Tue,2098920,63
202210,1111053000,서울특별시,종로구,사직동,한식,Wed,2375800,57
202210,1111053000,서울특별시,종로구,사직동,한식,Thu,1438800,51
202210,1111053000,서울특별시,종로구,사직동,한식,Fri,2908400,69
202210,1111053000,서울특별시,종로구,사직동,한식,Sat,2713120,75
202210,1111053000,서울특별시,종로구,사직동,일식,Sun,190000,3
202210,1111053000,서울특별시,종로구,사직동,일식,Mon,409000,5
202210,1111053000,서울특별시,종로구,사직동,일식,Tue,143900,7
202210,1111053000,서울특별시,종로구,사직동,일식,Wed,307000,8
202210,1111053000,서울특별시,종로구,사직동,일식,Thu,166800,7
202210,1111053000,서울특별시,종로구,사직동,일식,Fri,423100,13
202210,1111053000,서울특별시,종로구,사직동,일식,Sat,502800,9
202210,1111053000,서울특별시,종로구,사직동,중식,Sun,1126300,9
202210,1111053000,서울특별시,종로구,사직동,중식,Mon,139900,7
202210,1111053000,서울특별시,종로구,사직동,중식,Tue,348600,10
202210,1111053000,서울특별시,종로구,사직동,중식,Wed,252920,7
202210,1111053000,서울특별시,종로구,사직동,중식,Thu,173200,9
202210,1111053000,서울특별시,종로구,사직동,중식,Fri,403500,13
202210,1111053000,서울특별시,종로구,사직동,중식,Sat,199500,7
202210,1111053000,서울특별시,종로구,사직동,양식,Sun,567000,14
202210,1111053000,서울특별시,종로구,사직동,양식,Mon,134200,9
202210,1111053000,서울특별시,종로구,사직동,양식,Tue,97640,8
202210,1111053000,서울특별시,종로구,사직동,양식,Wed,455500,11
202210,1111053000,서울특별시,종로구,사직동,양식,Thu,167700,15
202210,1111053000,서울특별시,종로구,사직동,양식,Fri,454900,17
202210,1111053000,서울특별시,종로구,사직동,양식,Sat,268600,7
202210,1111053000,서울특별시,종로구,사직동,부페,Sat,4000,1
202210,1111053000,서울특별시,종로구,사직동,패스트푸드점,Sun,96000,9
202210,1111053000,서울특별시,종로구,사직동,패스트푸드점,Mon,88600,7
202210,1111053000,서울특별시,종로구,사직동,패스트푸드점,Tue,58600,5
202210,1111053000,서울특별시,종로구,사직동,패스트푸드점,Wed,22200,3
202210,1111053000,서울특별시,종로구,사직동,패스트푸드점,Thu,21700,4
202210,1111053000,서울특별시,종로구,사직동,패스트푸드점,Fri,87250,11
202210,1111053000,서울특별시,종로구,사직동,패스트푸드점,Sat,291270,21
202210,1111053000,서울특별시,종로구,사직동,패밀리레스토랑,Sun,27930,1
202210,1111053000,서울특별시,종로구,사직동,패밀리레스토랑,Mon,16500,1
202210,1111053000,서울특별시,종로구,사직동,패밀리레스토랑,Tue,7900,1
202210,1111053000,서울특별시,종로구,사직동,패밀리레스토랑,Sat,35500,1
202210,1111053000,서울특별시,종로구,사직동,기타,Sun,765000,42
202210,1111053000,서울특별시,종로구,사직동,기타,Mon,915900,49
202210,1111053000,서울특별시,종로구,사직동,기타,Tue,672150,57
202210,1111053000,서울특별시,종로구,사직동,기타,Wed,810000,54
202210,1111053000,서울특별시,종로구,사직동,기타,Thu,592300,49
202210,1111053000,서울특별시,종로구,사직동,기타,Fri,1443800,72
202210,1111053000,서울특별시,종로구,사직동,기타,Sat,1483200,77
202210,1111054000,서울특별시,종로구,삼청동,한식,Sun,938100,12
202210,1111054000,서울특별시,종로구,삼청동,한식,Mon,248500,10
202210,1111054000,서울특별시,종로구,삼청동,한식,Tue,267000,13
202210,1111054000,서울특별시,종로구,삼청동,한식,Wed,480800,17
202210,1111054000,서울특별시,종로구,삼청동,한식,Thu,377000,15
202210,1111054000,서울특별시,종로구,삼청동,한식,Fri,323900,13
202210,1111054000,서울특별시,종로구,삼청동,한식,Sat,523500,21
202210,1111054000,서울특별시,종로구,삼청동,일식,Sun,40000,1
202210,1111054000,서울특별시,종로구,삼청동,일식,Tue,33400,1
202210,1111054000,서울특별시,종로구,삼청동,일식,Wed,12000,1
202210,1111054000,서울특별시,종로구,삼청동,일식,Thu,61500,1
202210,1111054000,서울특별시,종로구,삼청동,일식,Fri,67000,1
202210,1111054000,서울특별시,종로구,삼청동,일식,Sat,76300,4
202210,1111054000,서울특별시,종로구,삼청동,중식,Sun,31200,1
202210,1111054000,서울특별시,종로구,삼청동,중식,Tue,110500,2
202210,1111054000,서울특별시,종로구,삼청동,중식,Wed,19600,1
202210,1111054000,서울특별시,종로구,삼청동,중식,Fri,94500,4
202210,1111054000,서울특별시,종로구,삼청동,중식,Sat,67000,2
202210,1111054000,서울특별시,종로구,삼청동,양식,Sun,55000,4
202210,1111054000,서울특별시,종로구,삼청동,양식,Tue,170700,6
202210,1111054000,서울특별시,종로구,삼청동,양식,Wed,38000,1
202210,1111054000,서울특별시,종로구,삼청동,양식,Fri,160220,3
202210,1111054000,서울특별시,종로구,삼청동,양식,Sat,271680,13
202210,1111054000,서울특별시,종로구,삼청동,패스트푸드점,Sun,13900,1
202210,1111054000,서울특별시,종로구,삼청동,패스트푸드점,Mon,29100,3
202210,1111054000,서울특별시,종로구,삼청동,패스트푸드점,Tue,38740,4
202210,1111054000,서울특별시,종로구,삼청동,패스트푸드점,Wed,28430,3
202210,1111054000,서울특별시,종로구,삼청동,패스트푸드점,Thu,60000,6
202210,1111054000,서울특별시,종로구,삼청동,패스트푸드점,Fri,41800,5
202210,1111054000,서울특별시,종로구,삼청동,패스트푸드점,Sat,45600,5
202210,1111054000,서울특별시,종로구,삼청동,패밀리레스토랑,Wed,34900,1
202210,1111054000,서울특별시,종로구,삼청동,패밀리레스토랑,Sat,145000,1
202210,1111054000,서울특별시,종로구,삼청동,기타,Sun,116000,7
202210,1111054000,서울특별시,종로구,삼청동,기타,Mon,68300,9
202210,1111054000,서울특별시,종로구,삼청동,기타,Tue,119350,16
202210,1111054000,서울특별시,종로구,삼청동,기타,Wed,154300,15
202210,1111054000,서울특별시,종로구,삼청동,기타,Thu,53850,8
202210,1111054000,서울특별시,종로구,삼청동,기타,Fri,182700,16
202210,1111054000,서울특별시,종로구,삼청동,기타,Sat,235100,12
202210,1111055000,서울특별시,종로구,부암동,한식,Sun,840000,26
202210,1111055000,서울특별시,종로구,부암동,한식,Mon,1074000,30
202210,1111055000,서울특별시,종로구,부암동,한식,Tue,973700,36
202210,1111055000,서울특별시,종로구,부암동,한식,Wed,1416000,41
202210,1111055000,서울특별시,종로구,부암동,한식,Thu,2114000,38
202210,1111055000,서울특별시,종로구,부암동,한식,Fri,2293300,48
202210,1111055000,서울특별시,종로구,부암동,한식,Sat,2298600,53
202210,1111055000,서울특별시,종로구,부암동,일식,Sun,157800,6
202210,1111055000,서울특별시,종로구,부암동,일식,Mon,118300,3
202210,1111055000,서울특별시,종로구,부암동,일식,Tue,108000,4
202210,1111055000,서울특별시,종로구,부암동,일식,Wed,133900,6
202210,1111055000,서울특별시,종로구,부암동,일식,Thu,79000,3
202210,1111055000,서울특별시,종로구,부암동,일식,Fri,577500,12
202210,1111055000,서울특별시,종로구,부암동,일식,Sat,367000,6
202210,1111055000,서울특별시,종로구,부암동,중식,Sun,209000,8
202210,1111055000,서울특별시,종로구,부암동,중식,Mon,37000,2
202210,1111055000,서울특별시,종로구,부암동,중식,Tue,220500,8
202210,1111055000,서울특별시,종로구,부암동,중식,Wed,354500,9
202210,1111055000,서울특별시,종로구,부암동,중식,Thu,176000,7
202210,1111055000,서울특별시,종로구,부암동,중식,Fri,98000,5
202210,1111055000,서울특별시,종로구,부암동,중식,Sat,441000,12
202210,1111055000,서울특별시,종로구,부암동,양식,Sun,232200,8
202210,1111055000,서울특별시,종로구,부암동,양식,Mon,271500,5
202210,1111055000,서울특별시,종로구,부암동,양식,Tue,39800,4
202210,1111055000,서울특별시,종로구,부암동,양식,Wed,346300,12
202210,1111055000,서울특별시,종로구,부암동,양식,Thu,282200,2
202210,1111055000,서울특별시,종로구,부암동,양식,Fri,213500,9
202210,1111055000,서울특별시,종로구,부암동,양식,Sat,877700,8
202210,1111055000,서울특별시,종로구,부암동,부페,Thu,53700,1
202210,1111055000,서울특별시,종로구,부암동,부페,Sat,81800,1
202210,1111055000,서울특별시,종로구,부암동,패스트푸드점,Sun,48900,5
202210,1111055000,서울특별시,종로구,부암동,패스트푸드점,Mon,91500,8
202210,1111055000,서울특별시,종로구,부암동,패스트푸드점,Tue,54000,7
202210,1111055000,서울특별시,종로구,부암동,패스트푸드점,Wed,47600,7
202210,1111055000,서울특별시,종로구,부암동,패스트푸드점,Thu,65100,9
202210,1111055000,서울특별시,종로구,부암동,패스트푸드점,Fri,137800,14
202210,1111055000,서울특별시,종로구,부암동,패스트푸드점,Sat,153800,12
202210,1111055000,서울특별시,종로구,부암동,패밀리레스토랑,Sun,20500,2
202210,1111055000,서울특별시,종로구,부암동,패밀리레스토랑,Thu,86220,2
202210,1111055000,서울특별시,종로구,부암동,패밀리레스토랑,Fri,92000,2
202210,1111055000,서울특별시,종로구,부암동,기타,Sun,572000,22
202210,1111055000,서울특별시,종로구,부암동,기타,Mon,630000,31
202210,1111055000,서울특별시,종로구,부암동,기타,Tue,459200,27
202210,1111055000,서울특별시,종로구,부암동,기타,Wed,516000,32
202210,1111055000,서울특별시,종로구,부암동,기타,Thu,295300,22
202210,1111055000,서울특별시,종로구,부암동,기타,Fri,1132710,53
202210,1111055000,서울특별시,종로구,부암동,기타,Sat,1029500,57
202210,1111056000,서울특별시,종로구,평창동,한식,Sun,3489400,69
202210,1111056000,서울특별시,종로구,평창동,한식,Mon,2898600,78
202210,1111056000,서울특별시,종로구,평창동,한식,Tue,1878400,51
202210,1111056000,서울특별시,종로구,평창동,한식,Wed,2063800,65
202210,1111056000,서울특별시,종로구,평창동,한식,Thu,1669200,52
202210,1111056000,서울특별시,종로구,평창동,한식,Fri,3387700,80
202210,1111056000,서울특별시,종로구,평창동,한식,Sat,4936010,90
202210,1111056000,서울특별시,종로구,평창동,일식,Sun,473000,6
202210,1111056000,서울특별시,종로구,평창동,일식,Mon,240000,8
202210,1111056000,서울특별시,종로구,평창동,일식,Tue,132500,2
202210,1111056000,서울특별시,종로구,평창동,일식,Wed,767700,8
202210,1111056000,서울특별시,종로구,평창동,일식,Thu,298000,12
202210,1111056000,서울특별시,종로구,평창동,일식,Fri,285500,6
202210,1111056000,서울특별시,종로구,평창동,일식,Sat,200100,5
202210,1111056000,서울특별시,종로구,평창동,중식,Sun,290000,10
202210,1111056000,서울특별시,종로구,평창동,중식,Mon,377000,8
202210,1111056000,서울특별시,종로구,평창동,중식,Tue,140000,6
202210,1111056000,서울특별시,종로구,평창동,중식,Wed,368000,10
202210,1111056000,서울특별시,종로구,평창동,중식,Thu,129110,8
202210,1111056000,서울특별시,종로구,평창동,중식,Fri,326000,7
202210,1111056000,서울특별시,종로구,평창동,중식,Sat,540400,14
202210,1111056000,서울특별시,종로구,평창동,양식,Sun,417300,11
202210,1111056000,서울특별시,종로구,평창동,양식,Mon,306000,8
202210,1111056000,서울특별시,종로구,평창동,양식,Tue,133770,7
202210,1111056000,서울특별시,종로구,평창동,양식,Wed,35500,2
202210,1111056000,서울특별시,종로구,평창동,양식,Thu,404800,11
202210,1111056000,서울특별시,종로구,평창동,양식,Fri,455600,14
202210,1111056000,서울특별시,종로구,평창동,양식,Sat,1003700,12
202210,1111056000,서울특별시,종로구,평창동,부페,Wed,68700,1
202210,1111056000,서울특별시,종로구,평창동,부페,Fri,32000,1
202210,1111056000,서울특별시,종로구,평창동,패스트푸드점,Sun,202900,10
202210,1111056000,서울특별시,종로구,평창동,패스트푸드점,Mon,181900,10
202210,1111056000,서울특별시,종로구,평창동,패스트푸드점,Tue,111000,10
202210,1111056000,서울특별시,종로구,평창동,패스트푸드점,Wed,84700,7
202210,1111056000,서울특별시,종로구,평창동,패스트푸드점,Thu,85200,8
202210,1111056000,서울특별시,종로구,평창동,패스트푸드점,Fri,155900,12
202210,1111056000,서울특별시,종로구,평창동,패스트푸드점,Sat,120900,9
202210,1111056000,서울특별시,종로구,평창동,패밀리레스토랑,Sun,136100,3
202210,1111056000,서울특별시,종로구,평창동,패밀리레스토랑,Mon,34720,1
202210,1111056000,서울특별시,종로구,평창동,패밀리레스토랑,Tue,30400,1
202210,1111056000,서울특별시,종로구,평창동,패밀리레스토랑,Wed,88480,3
202210,1111056000,서울특별시,종로구,평창동,패밀리레스토랑,Thu,25500,1
202210,1111056000,서울특별시,종로구,평창동,패밀리레스토랑,Fri,56380,4
202210,1111056000,서울특별시,종로구,평창동,패밀리레스토랑,Sat,159620,5
202210,1111056000,서울특별시,종로구,평창동,기타,Sun,1356000,58
202210,1111056000,서울특별시,종로구,평창동,기타,Mon,1101200,41
202210,1111056000,서울특별시,종로구,평창동,기타,Tue,1163600,59
202210,1111056000,서울특별시,종로구,평창동,기타,Wed,925410,69
202210,1111056000,서울특별시,종로구,평창동,기타,Thu,1016300,71
202210,1111056000,서울특별시,종로구,평창동,기타,Fri,1843540,77
202210,1111056000,서울특별시,종로구,평창동,기타,Sat,1303600,70
202210,1111057000,서울특별시,종로구,무악동,한식,Sun,224000,6
202210,1111057000,서울특별시,종로구,무악동,한식,Mon,244000,5
202210,1111057000,서울특별시,종로구,무악동,한식,Tue,59000,2
202210,1111057000,서울특별시,종로구,무악동,한식,Wed,160000,4
202210,1111057000,서울특별시,종로구,무악동,한식,Thu,336500,4
202210,1111057000,서울특별시,종로구,무악동,한식,Fri,212000,5
202210,1111057000,서울특별시,종로구,무악동,한식,Sat,374500,7
202210,1111057000,서울특별시,종로구,무악동,일식,Sun,33900,1
202210,1111057000,서울특별시,종로구,무악동,일식,Wed,190000,2
202210,1111057000,서울특별시,종로구,무악동,일식,Thu,59000,1
202210,1111057000,서울특별시,종로구,무악동,일식,Fri,31500,1
202210,1111057000,서울특별시,종로구,무악동,중식,Sun,104000,1
202210,1111057000,서울특별시,종로구,무악동,중식,Mon,39000,2
202210,1111057000,서울특별시,종로구,무악동,중식,Tue,19000,1
202210,1111057000,서울특별시,종로구,무악동,중식,Thu,98000,3
202210,1111057000,서울특별시,종로구,무악동,중식,Fri,10000,1
202210,1111057000,서울특별시,종로구,무악동,중식,Sat,69000,2
202210,1111057000,서울특별시,종로구,무악동,양식,Mon,15000,2
202210,1111057000,서울특별시,종로구,무악동,양식,Tue,99500,2
202210,1111057000,서울특별시,종로구,무악동,양식,Fri,66000,2
202210,1111057000,서울특별시,종로구,무악동,양식,Sat,133000,1
202210,1111057000,서울특별시,종로구,무악동,패스트푸드점,Sun,2200,1
202210,1111057000,서울특별시,종로구,무악동,패스트푸드점,Tue,6800,1
202210,1111057000,서울특별시,종로구,무악동,패스트푸드점,Sat,43800,2
202210,1111057000,서울특별시,종로구,무악동,패밀리레스토랑,Sun,17900,1
202210,1111057000,서울특별시,종로구,무악동,패밀리레스토랑,Wed,82300,3
202210,1111057000,서울특별시,종로구,무악동,패밀리레스토랑,Thu,15700,1
202210,1111057000,서울특별시,종로구,무악동,패밀리레스토랑,Fri,39000,1
202210,1111057000,서울특별시,종로구,무악동,기타,Sun,87300,5
202210,1111057000,서울특별시,종로구,무악동,기타,Mon,93100,4
202210,1111057000,서울특별시,종로구,무악동,기타,Tue,84200,7
202210,1111057000,서울특별시,종로구,무악동,기타,Wed,196200,9
202210,1111057000,서울특별시,종로구,무악동,기타,Thu,58800,7
202210,1111057000,서울특별시,종로구,무악동,기타,Fri,102300,7
202210,1111057000,서울특별시,종로구,무악동,기타,Sat,121000,7
202210,1111058000,서울특별시,종로구,교남동,한식,Sun,1333000,21
202210,1111058000,서울특별시,종로구,교남동,한식,Mon,239000,8
202210,1111058000,서울특별시,종로구,교남동,한식,Tue,367000,12
202210,1111058000,서울특별시,종로구,교남동,한식,Wed,378500,9
202210,1111058000,서울특별시,종로구,교남동,한식,Thu,1019600,17
202210,1111058000,서울특별시,종로구,교남동,한식,Fri,675600,18
202210,1111058000,서울특별시,종로구,교남동,한식,Sat,1062800,24
202210,1111058000,서울특별시,종로구,교남동,일식,Sun,111600,2
202210,1111058000,서울특별시,종로구,교남동,일식,Mon,146000,3
202210,1111058000,서울특별시,종로구,교남동,일식,Tue,36000,1
202210,1111058000,서울특별시,종로구,교남동,일식,Wed,189000,3
202210,1111058000,서울특별시,종로구,교남동,일식,Thu,10000,1
202210,1111058000,서울특별시,종로구,교남동,일식,Fri,37000,3
202210,1111058000,서울특별시,종로구,교남동,일식,Sat,218000,3
202210,1111058000,서울특별시,종로구,교남동,중식,Sun,110400,5
202210,1111058000,서울특별시,종로구,교남동,중식,Mon,77500,3
202210,1111058000,서울특별시,종로구,교남동,중식,Tue,80300,4
202210,1111058000,서울특별시,종로구,교남동,중식,Thu,24000,1
202210,1111058000,서울특별시,종로구,교남동,중식,Fri,257000,4
202210,1111058000,서울특별시,종로구,교남동,중식,Sat,47000,2
202210,1111058000,서울특별시,종로구,교남동,양식,Sun,67000,3
202210,1111058000,서울특별시,종로구,교남동,양식,Mon,21000,4
202210,1111058000,서울특별시,종로구,교남동,양식,Tue,105450,4
202210,1111058000,서울특별시,종로구,교남동,양식,Wed,42500,3
202210,1111058000,서울특별시,종로구,교남동,양식,Thu,202300,4
202210,1111058000,서울특별시,종로구,교남동,양식,Fri,19000,2
202210,1111058000,서울특별시,종로구,교남동,양식,Sat,228500,5
202210,1111058000,서울특별시,종로구,교남동,부페,Sat,80700,1
202210,1111058000,서울특별시,종로구,교남동,패스트푸드점,Sun,21400,1
202210,1111058000,서울특별시,종로구,교남동,패스트푸드점,Mon,49400,5
202210,1111058000,서울특별시,종로구,교남동,패스트푸드점,Wed,23700,3
202210,1111058000,서울특별시,종로구,교남동,패스트푸드점,Thu,3900,1
202210,1111058000,서울특별시,종로구,교남동,패스트푸드점,Fri,28400,4
202210,1111058000,서울특별시,종로구,교남동,패스트푸드점,Sat,69900,5
202210,1111058000,서울특별시,종로구,교남동,패밀리레스토랑,Sun,30000,2
202210,1111058000,서울특별시,종로구,교남동,패밀리레스토랑,Mon,14000,1
202210,1111058000,서울특별시,종로구,교남동,패밀리레스토랑,Thu,3000,1
202210,1111058000,서울특별시,종로구,교남동,패밀리레스토랑,Sat,69000,3
202210,1111058000,서울특별시,종로구,교남동,기타,Sun,253000,8
202210,1111058000,서울특별시,종로구,교남동,기타,Mon,385900,17
202210,1111058000,서울특별시,종로구,교남동,기타,Tue,159400,17
202210,1111058000,서울특별시,종로구,교남동,기타,Wed,147800,10
202210,1111058000,서울특별시,종로구,교남동,기타,Thu,370300,19
202210,1111058000,서울특별시,종로구,교남동,기타,Fri,398130,25
202210,1111058000,서울특별시,종로구,교남동,기타,Sat,588720,26
202210,1111060000,서울특별시,종로구,가회동,한식,Sun,1299000,16
202210,1111060000,서울특별시,종로구,가회동,한식,Mon,576500,17
202210,1111060000,서울특별시,종로구,가회동,한식,Tue,1568500,22
202210,1111060000,서울특별시,종로구,가회동,한식,Wed,503400,17
202210,1111060000,서울특별시,종로구,가회동,한식,Thu,398100,14
202210,1111060000,서울특별시,종로구,가회동,한식,Fri,435800,13
202210,1111060000,서울특별시,종로구,가회동,한식,Sat,784400,25
202210,1111060000,서울특별시,종로구,가회동,일식,Sun,251800,3
202210,1111060000,서울특별시,종로구,가회동,일식,Mon,215500,1
202210,1111060000,서울특별시,종로구,가회동,일식,Wed,120000,1
202210,1111060000,서울특별시,종로구,가회동,일식,Thu,140000,2
202210,1111060000,서울특별시,종로구,가회동,일식,Sat,98400,2
202210,1111060000,서울특별시,종로구,가회동,중식,Sun,65000,1
202210,1111060000,서울특별시,종로구,가회동,중식,Tue,85000,2
202210,1111060000,서울특별시,종로구,가회동,중식,Thu,26000,2
202210,1111060000,서울특별시,종로구,가회동,중식,Fri,160800,2
202210,1111060000,서울특별시,종로구,가회동,중식,Sat,120000,1
202210,1111060000,서울특별시,종로구,가회동,양식,Sun,153400,5
202210,1111060000,서울특별시,종로구,가회동,양식,Mon,22700,2
202210,1111060000,서울특별시,종로구,가회동,양식,Tue,32000,3
202210,1111060000,서울특별시,종로구,가회동,양식,Wed,54100,3
202210,1111060000,서울특별시,종로구,가회동,양식,Thu,158000,4
202210,1111060000,서울특별시,종로구,가회동,양식,Fri,33400,2
202210,1111060000,서울특별시,종로구,가회동,양식,Sat,323000,11
202210,1111060000,서울특별시,종로구,가회동,부페,Sat,5000,1
202210,1111060000,서울특별시,종로구,가회동,패스트푸드점,Sun,13900,3
202210,1111060000,서울특별시,종로구,가회동,패스트푸드점,Mon,26300,4
202210,1111060000,서울특별시,종로구,가회동,패스트푸드점,Tue,37100,6
202210,1111060000,서울특별시,종로구,가회동,패스트푸드점,Wed,38400,6
202210,1111060000,서울특별시,종로구,가회동,패스트푸드점,Thu,49200,6
202210,1111060000,서울특별시,종로구,가회동,패스트푸드점,Fri,38900,5
202210,1111060000,서울특별시,종로구,가회동,패스트푸드점,Sat,49990,6
202210,1111060000,서울특별시,종로구,가회동,패밀리레스토랑,Sun,34800,2
202210,1111060000,서울특별시,종로구,가회동,패밀리레스토랑,Mon,25000,1
202210,1111060000,서울특별시,종로구,가회동,패밀리레스토랑,Fri,8300,1
202210,1111060000,서울특별시,종로구,가회동,패밀리레스토랑,Sat,5500,1
202210,1111060000,서울특별시,종로구,가회동,기타,Sun,286900,12
202210,1111060000,서울특별시,종로구,가회동,기타,Mon,46400,6
202210,1111060000,서울특별시,종로구,가회동,기타,Tue,169400,15
202210,1111060000,서울특별시,종로구,가회동,기타,Wed,135900,7
202210,1111060000,서울특별시,종로구,가회동,기타,Thu,387600,14
202210,1111060000,서울특별시,종로구,가회동,기타,Fri,180100,11
202210,1111060000,서울특별시,종로구,가회동,기타,Sat,576800,21
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,한식,Sun,4894200,107
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,한식,Mon,2164000,53
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,한식,Tue,3041000,79
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,한식,Wed,1597600,64
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,한식,Thu,1984500,71
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,한식,Fri,2100850,84
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,한식,Sat,3159100,85
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,일식,Sun,580500,8
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,일식,Mon,66000,3
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,일식,Tue,287000,6
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,일식,Wed,274000,5
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,일식,Thu,249000,6
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,일식,Fri,771300,14
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,일식,Sat,961000,8
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,중식,Sun,129000,4
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,중식,Mon,199700,7
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,중식,Tue,329400,11
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,중식,Wed,102500,6
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,중식,Thu,356900,15
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,중식,Fri,463600,14
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,중식,Sat,511900,16
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,양식,Sun,240300,7
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,양식,Mon,211600,5
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,양식,Tue,127900,5
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,양식,Wed,301080,4
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,양식,Thu,178140,6
202210,1111061500,서울특별시,종로구,종로1·2·3·4가동,양식,Fri,151300,6
